"Course ID","Subject code","Catalog Number","Offering Unit","Course Title","Course Description","Min Units","Max Units","Repeatable for Credit","Total Completions Allowed","Total Units Allowed","Grading Basis","Components","Course Attributes","Enrollment Requirements","Course Requisites"
"026791","PHSC","537A","Pharmaceutical Sciences","Medicinal Chemistry II","Continuation of the comprehensive survey of the medicinal chemistry of drugs, including agents acting on the autonomic, cardiovascular, hematopoietic, inflammatory, and gastrointestinal systems, vitamins and radiopharmaceuticals.","3","3","No","1","3","GRD - Regular Grades A, B, C, D, E","Lecture","CE - CL (Cross Listed)","-","PCOL 536A."
"026792","PHSC","537B","Pharmaceutical Sciences","Medicinal  Chemistry III","Continuation of the comprehensive survey of the medicinal chemistry of drugs, including agents acting on the endocrine and central nervous systems.","2","2","No","1","2","GRD - Regular Grades A, B, C, D, E","Lecture","CE - CL (Cross Listed)","-","PCOL 536A and PHSC 537A."
"026794","PHSC","543","Pharmaceutical Sciences","Health Services Research Methods","Design and evaluation of health services research. Application of scientific, ethical, and methodological principles to the investigation of research questions regarding health and health care delivery.","3","3","No","1","3","GRD - Regular Grades A, B, C, D, E","Lecture","CE - CL (Cross Listed)","-","-"
"026800","PHSC","555","Pharmaceutical Sciences","Drug Delivery Systems","A course dedicated to applying basic physical chemical property understanding to the development of drug delivery systems.","3","3","No","1","3","GRD - Regular Grades A, B, C, D, E","Lecture","-","-","Graduate-level student in Chemistry, Engineering or Pharmacy."
"026807","PHSC","587","Pharmaceutical Sciences","Individualized Medicine: Applied Pharmacogenetics for Pharmacy Students","This three-credit course is designed to provide the student with a broad understanding of how genetics can influence disease susceptibility and the response to drug therapy in humans","3","3","No","1","3","GRD - Regular Grades A, B, C, D, E","Lecture","-","-","PSIO 480."
"026811","PHSC","593","Pharmaceutical Sciences","Internship","Specialized work on an individual basis, consisting of training and practice in actual service in a technical, business, or governmental establishment.","1","6","Yes","99","999","SPF - Alternative Grading S, P, F","Independent Study, Lecture","GIDP - CBIO (Cancer Biology)","-","-"
"026812","PHSC","596A","Pharmaceutical Sciences","Medicinal and Natural Products Chemistry","The development and exchange of scholarly information, usually in a small group setting. The scope of work shall consist of research by course registrants, with the exchange of the results of such research through discussion, reports, and/or papers.","1","1","Yes","99","999","GRD - Regular Grades A, B, C, D, E","Seminar","CE - CL (Cross Listed), GIDP - ABS (Applied Biosciences)","-","-"
"026814","PHSC","596C","Pharmaceutical Sciences","Pharmaceutics Research","The development and exchange of scholarly information, usually in a small group setting. The scope of work shall consist of research by course registrants, with the exchange of the results of such research through discussion, reports, and/or papers.","1","2","Yes","99","12","GRD - Regular Grades A, B, C, D, E","Seminar","-","-","-"
"026815","PHSC","596D","Pharmaceutical Sciences","Pharmaceutics","The development and exchange of scholarly information, usually in a small group setting. The scope of work shall consist of research by course registrants, with the exchange of the results of such research through discussion, reports, and/or papers.","1","1","Yes","5","5","GRD - Regular Grades A, B, C, D, E","Seminar","-","-","-"
"026816","PHSC","596E","Pharmaceutical Sciences","Pharmacy Administration","The development and exchange of scholarly information, usually in a small group setting. The scope of work shall consist of research by course registrants, with the exchange of the results of such research through discussion, reports, and/or papers.","1","1","Yes","99","5","GRD - Regular Grades A, B, C, D, E","Seminar","-","-","-"
"011426","PHSC","596L","Public Hlth Pract Pol & Transl","National Health Care Systems","This seminar course will compare US healthcare delivery systems with the national health care systems of 12 other industrialized nations. Each of these 12 nations has a health care system that covers all or nearly all of its citizens. Each nation is a member of OECD which has collected comparative health care data on each country since 1960.","1","1","No","1","1","SPF - Alternative Grading S, P, F","Seminar","CE - CL (Cross Listed)","-","-"
"026821","PHSC","599","Pharmaceutical Sciences","Independent Study","Qualified students working on an individual basis with professors who have agreed to supervise such work. Graduate students doing independent work which cannot be classified as actual research will register for credit under course number 599, 699, or 799.","1","5","Yes","99","999","SPF - Alternative Grading S, P, F","Independent Study","-","-","-"
"026822","PHSC","601","Pharmaceutical Sciences","Advanced Physical Pharmacy","Applications of physical chemistry to pharmacy.","3","3","Yes","2","6","GRD - Regular Grades A, B, C, D, E","Laboratory, Lecture","-","-","Physical pharmacy or physical chemistry.  Open to majors only."
"026823","PHSC","602","Pharmaceutical Sciences","Physiochemical Factors Influencing Drug Action","The role of acid-base equilibrium, dissolution, and complexion in influencing drug formulation and drug action.","3","3","Yes","2","6","GRD - Regular Grades A, B, C, D, E","Lecture","-","-","PHPR 802."
"036282","PHSC","603","Pharmaceutical Sciences","Topics in Pharmaceutics","This course will provide the Pharmaceutical Science graduate student with a basis of understanding of a wide variety of topics related to pharmaceutics. This course is intended to be an open discussion by all participants. Topics will include; corporate structure and procedures, drug development process, ethics, scientific method, creativity, communication, legal and interviewing skills.","2","2","No","1","2","GRD - Regular Grades A, B, C, D, E","Lecture","-","-","-"
"026828","PHSC","611","Pharmaceutical Sciences","Theory and Practice in Pharmacy Education","Cultural, social, behavioral, and organizational foundations of pharmacy, including the development of the present state of practice.","3","3","No","1","3","GRD - Regular Grades A, B, C, D, E","Lecture","CE - CL (Cross Listed)","-","-"
"026829","PHSC","612","Pharmaceutical Sciences","Patient-Reported Health Outcomes","Survey of the theory, measurement, and applications of patient-reported health outcomes, specifically health-related quality of life and consumer assessments of health care.","3","3","No","1","3","GRD - Regular Grades A, B, C, D, E","Lecture","CE - CL (Cross Listed)","-","-"
"026831","PHSC","621A","Pharmaceutical Sciences","Applied Health Technology Assessment","This course provides an introduction to methods and techniques for conducting pharmacoeconomic studies and health services research. The course covers a wide range of topics, including using decision analysis, Bayesian methods, and meta-analysis. Students also will be exposed to probabilistic decision modeling and the use of the decision analysis program TreeAge and a Bayesian modeling software WinBugs.","3","3","No","1","3","GRD - Regular Grades A, B, C, D, E","Lecture","CE - CL (Cross Listed)","-","PHSC 513."
"037365","PHSC","641B","Law","Poverty, Health and Law","Through such topics as poverty and public benefits, safe and affordable housing, family violence and child safety, and the rights of people with disabilities, this class will explore how lawyers can engage in creative problem-solving with doctors to promote justice for families and improve health. We will explore questions such as: What is the relationship between health and social justice? What are the benefits of medical-legal partnership to address social and health disparities? What benefits, challenges and issues arise for lawyers and doctors practicing in an interdisciplinary setting?","2","3","No","1","3","ALT","Lecture","CE - CL (Cross Listed)","-","-"
"026837","PHSC","670","Pharmaceutical Sciences","Principles in Drug Discovery, Design, and Development","This four-credit team-taught course is designed to introduce students to the principles of drug discovery and design and to illustrate the process of drug development. After an introduction to the principles of drug discovery and design (four lectures), a representative group of approved drugs will be discussed in relation to their receptor interactions and associated medicinal chemistry.","4","4","No","1","4","GRD - Regular Grades A, B, C, D, E","Lecture","GIDP - ABS (Applied Biosciences)","-","PHSC 530 and an undergraduate degree in pharmacy, chemistry, biochemistry, or biology."
"039009","PHSC","695D","Law","Regulatory Science","Course is led by the director of the Regulatory Science Consultative Service along with RSCS fellows.  For each module in the Foundations seminars, there will be a case-study discussion led by a UA scientist, contributing domain-specific expertise.  The colloquia series will draw on campus speakers, as well as scholars, industry leaders and regulators nationwide.","1","1","Yes","2","2","GRD - Regular Grades A, B, C, D, E","Colloquium","CE - CL (Cross Listed), GIDP - AIS (American Indian Studies)","-","-"
"025898","PHSC","696A","Pharmacology & Toxicology","Student Research","The development and exchange of scholarly information, usually in a small group setting. The scope of work shall consist of research by course registrants, with the exchange of the results of such research through discussion, reports, and/or papers.","1","1","Yes","10","10","GRD - Regular Grades A, B, C, D, E","Seminar","CE - CL (Cross Listed)","-","-"
"026841","PHSC","699","Pharmaceutical Sciences","Independent Study","Qualified students working on an individual basis with professors who have agreed to supervise such work. Graduate students doing independent work which cannot be classified as actual research will register for credit under course number 599, 699, or 799.","1","5","Yes","99","999","SPF - Alternative Grading S, P, F","Independent Study","GIDP - CBIO (Cancer Biology)","-","-"
"009310","PHSC","792","Chemistry and Biochemistry","Introduction to Research","The exchange of scholarly information and/or secondary research, usually in a small group setting. Instruction often includes lectures by several different persons. Research projects may or may not be required of course registrants.","1","6","Yes","99","10","GRD - Regular Grades A, B, C, D, E","Independent Study","CE - CL (Cross Listed), IIA - CHEM (CHEM - Chemistry)","-","-"
"042306","PHSC","792A","Pharmaceutical Sciences","Directed Research","This course is designed to aid PhD students in their search and selection of a research area and research advisor.","1","6","Yes","4","6","GRD - Regular Grades A, B, C, D, E","Independent Study","-","-","-"
"026848","PHSC","900","Pharmaceutical Sciences","Research","Individual research, not related to thesis or dissertation preparation, by graduate students.","1","12","Yes","99","999","SPF - Alternative Grading S, P, F","Independent Study","-","-","-"
"026849","PHSC","910","Pharmaceutical Sciences","Thesis","Research for the master's thesis (whether library research, laboratory or field observation or research, artistic creation, or thesis writing). Maximum total credit permitted varies with the major department.","1","8","Yes","99","999","SPF - Alternative Grading S, P, F","Independent Study","-","-","-"
"026850","PHSC","920","Pharmaceutical Sciences","Dissertation","Research for the doctoral dissertation (whether library research, laboratory or field observation or research, artistic creation, or dissertation writing).","1","9","Yes","99","999","SPF - Alternative Grading S, P, F","Independent Study","-","-","-"
"026853","PHYS","102","Physics","Introductory Physics I","Introductory Physics, without calculus, for liberal arts students and biological science majors. Students needing a laboratory should register for Physics 181. Topics include motion of particles in one and two dimensions, forces, Newton's laws, energy, momentum, angular momentum, and conservation laws, gravitation, fluids: Archimedes and Bernoulli, mechanical waves, sound, temperature, heat, heat engines, laws of thermodynamics.","3","3","No","1","3","GRD - Regular Grades A, B, C, D, E","Discussion, Lecture","SPEX - SPEXCR (Special Exam Credit Only), SUN# - PHY 1111 (SUN# PHY 1111)","017599","-"
"026856","PHYS","103","Physics","Introductory Physics II","Introductory Physics, without calculus, for liberal arts students and biological science majors. Students needing a laboratory should register for Physics 182. Topics include electrostatics, potential, resistance, circuits, electromagnetism, Faraday's law, light, lenses, optical instruments, interference, quantum physics, atoms, and nuclei.","3","3","No","1","3","GRD - Regular Grades A, B, C, D, E","Discussion, Lecture","SPEX - SPEXCR (Special Exam Credit Only), SUN# - PHY 1112 (SUN# PHY 1112)","017465","-"
"026862","PHYS","105A","Physics","Introduction to Scientific Computing","The course provides an introduction to the use of computing in a scientific environment. The course objective is to introduce students to using a modern programming language (such as C or Python) as a tool for solving numerical problems. This course is prerequisite to PHYS 305","1","1","No","1","1","GRD - Regular Grades A, B, C, D, E","Workshop","-","017464","-"
"043208","PHYS","110","Physics","Introductory Studio Physics I","This course is introductory physics, without calculus, for liberal arts students and biological science majors. It is taught in a studio style with an integrated laboratory component.","4","4","No","1","4","GRD - Regular Grades A, B, C, D, E","Lecture, Workshop","CE - ME (Mutually Exclusive)","019383","If a student has already taken PHYS102, and they need a lab, then they should still take PHYS181.  If a student has already taken PHYS181, and they need the lecture portion of the course, then they will need to take the new PHYS110."
"043399","PHYS","111","Physics","Introductory Studio Physics 2","This course is the second semester of introductory physics, without calculus, for liberal arts students and biological science majors. It is taught in a studio style with an integrated laboratory component.","4","4","No","1","4","GRD - Regular Grades A, B, C, D, E","Lecture, Workshop","CE - ME (Mutually Exclusive)","019504","If a student has already taken PHYS 103, and they need a lab, then they should still take PHYS 182.  If a student has already taken PHYS 182, and they need the lecture portion of the course, then they will need to take the new PHYS 111."
"043367","PHYS","120","Physics","Careers and Skills in Physics","Welcome to Phys 120, Careers and Skills in Physics. The goals of the course are to
teach students about the variety of careers available to physics majors. Students will also learn different paths and skills towards a successful undergraduate research experience.","1","1","No","1","1","GRD - Regular Grades A, B, C, D, E","Lecture","-","-","-"
"039880","PHYS","139","Physics","Calculus-based Introductory Mechanics","Physics 139 is an introductory calculus-based physics laboratory course designed to teach students fundamental concepts of physics by performing actual experiments. The students will get hand-on experience using various equipment to collect the data that they need for their experiments. They will analyze the data and submit a report or a worksheet. 

It is intended solely for students who transferred here but who only have credit for our calculus-based mechanics lecture.  This class, in combination with PHYS 140, is the equivalent of PHYS 141.","1","1","No","1","1","GRD - Regular Grades A, B, C, D, E","Laboratory","-","-","MATH 122B and PHYS 140."
"035298","PHYS","140","Physics","Introductory Mechanics","An introductory course in calculus-based Newtonian mechanics; introduces freshman-level students to the statics and dynamics of point particles, rigid bodies, and fluids. Topics include vector algebra, projectile and circular motion, Newton's Laws, conservation of energy, collisions and conservation of momentum, rotational dynamics and conservation of angular momentum, statics, harmonic oscillators and pendulums, gravitation and Kepler's Laws, fluid statics and dynamics.","3","3","No","1","3","GRD - Regular Grades A, B, C, D, E","Discussion, Lecture","SPEX - SPEXCR (Special Exam Credit Only)","016140","PHYS 140 is equivalent to lecture portion of PHYS 141 or 161H. If you need both lecture and lab please take PHYS 141."
"026878","PHYS","141","Physics","Introductory Mechanics","A first course in Newtonian mechanics; introduces freshman-level students to the statics and dynamics of point particles, rigid bodies, and fluids. Topics include vector algebra, projectile and circular motion, Newton's Laws, conservation of energy, collisions and conservation of momentum, rotational dynamics and conservation of angular momentum, statics, harmonic oscillators and pendulums, gravitation and Kepler's Laws, fluid statics and dynamics.","4","4","No","1","4","GRD - Regular Grades A, B, C, D, E","Discussion, Laboratory, Lecture","GEAT - QNT (Gen Ed Attr: Quantitative Reas), GEED - EPNAT (Gen Ed: EP Natural Scientist)","016141","-"
"026880","PHYS","142","Physics","Introductory Optics and Thermodynamics","A freshman-level course in the fundamental properties of light and heat and related applications such as optical instruments and heat engines; introduces students to the propagation of light and heat. Topics include temperature scales and heat, laws of thermodynamics, basic kinetic theory of gases, heat engines, elementary wave theory and sound, light as an electromagnetic wave, geometrical optics, lenses and mirrors, physical optics, diffraction and interference, optical instruments.","3","3","No","1","3","GRD - Regular Grades A, B, C, D, E","Laboratory, Lecture","-","016143","-"
"026882","PHYS","143","Physics","Introductory Optics and Thermodynamics","Temperature scales, heat, thermodynamics, heat engines and kinetic theory; geometrical optics, lenses, mirrors and optical instruments; physical optics, diffraction, interference and wave theory.","2","2","No","1","2","GRD - Regular Grades A, B, C, D, E","Lecture","SPEX - SPEXCR (Special Exam Credit Only)","016144","-"
"026885","PHYS","161H","Physics","Accelerated Introductory Mechanics","A freshman-level course in Newtonian mechanics, taught at an accelerated level; introduces freshman-level students to the statics and dynamics of point particles, rigid bodies, and fluids. Topics include vector algebra, projectile and circular motion, Newton's Laws, conservation of energy, collisions and conservation of momentum, rotational dynamics and conservation of angular momentum, statics, harmonic oscillators and pendulums, gravitation and Kepler's Laws, fluid statics and dynamics. This course, Accelerated Introductory Mechanics, is meant for Astronomy, Physics, and Applied Physics majors.","4","4","No","1","4","GRD - Regular Grades A, B, C, D, E","Laboratory, Lecture","GEAT - QNT (Gen Ed Attr: Quantitative Reas), GEED - EPNAT (Gen Ed: EP Natural Scientist)","016142","-"
"026886","PHYS","162H","Physics","Accelerated Introductory Optics and Thermodynamics","A freshman-level course in the fundamental properties of light and heat, taught at an accelerated level; introduces students to the propagation of light and heat and related applications such as optical instruments and heat engines. Topics include temperature scales and heat, laws of thermodynamics, kinetic theory of gases and elementary statistical mechanics, heat engines, elementary wave theory and sound, light as an electromagnetic wave, geometrical optics, lenses and mirrors, physical optics, diffraction and interference, optical instruments. This course, Accelerated Introductory Optics and Thermodynamics, is meant for Astronomy, Physics, and Applied Physics majors.","4","4","No","1","4","GRD - Regular Grades A, B, C, D, E","Laboratory, Lecture","-","016145","-"
"026889","PHYS","181","Physics","Introductory Laboratory I","Quantitative experiments in physics, both illustrative and exploratory. Designed to accompany 102 or 131; sections are established corresponding to each course.","1","1","No","1","1","GRD - Regular Grades A, B, C, D, E","Laboratory","SUN# - PHY 1111 (SUN# PHY 1111)","015740","-"
"026890","PHYS","182","Physics","Introductory Laboratory II","Quantitative experiments in physics, both illustrative and exploratory. Designed to accompany 103 or 132; sections are established corresponding to each course.","1","1","No","1","1","GRD - Regular Grades A, B, C, D, E","Laboratory","SUN# - PHY 1112 (SUN# PHY 1112)","016016","-"
"026893","PHYS","199","Physics","Independent Study","Qualified students working on an individual basis with professors who have agreed to supervise such work.","1","4","Yes","99","999","SPF - Alternative Grading S, P, F","Independent Study","-","-","-"
"026894","PHYS","199H","Physics","Honors Independent Study","Qualified students working on an individual basis with professors who have agreed to supervise such work.","1","4","Yes","99","999","GRD - Regular Grades A, B, C, D, E","Independent Study","HNRS - HCRS (Honors Course)","015056","-"
"038460","PHYS","200","Physics","The Science of Good Cooking","This course shows students how to cook well using scientific observation, experiment and hypothesis testing.  Lectures introduce the conceptual science behind kitchen technology and the cooking process, including heat transfer, phase changes, and material properties of foods.  Students perform kitchen experiments at home using guidelines provided in class and turn in brief two-page reports of their observations.","3","3","No","1","3","GRD - Regular Grades A, B, C, D, E","Lecture","GE - T2-NATS (Tier 2 Natural Sciences), GEAT - QNT (Gen Ed Attr: Quantitative Reas), GEED - EPNAT (Gen Ed: EP Natural Scientist)","-","Two Tier 1 Natural Science courses."
"026897","PHYS","204","Physics","Mathematical Techniques in Physics","Mathematical techniques used in upper division physics courses. Complex numbers, Taylor series, coordinate systems, elementary probability, Fourier series, Linear algebra, vector operators, partial differential equations.","3","3","No","1","3","GRD - Regular Grades A, B, C, D, E","Lecture","-","017466","-"
"039881","PHYS","239","Physics","Calculus-based Introductory Electromagnetism Lab","Physics 239 is an introductory calculus-based physics laboratory course designed to teach students fundamental concepts of physics by performing actual experiments. The students will get hand-on experience using various equipment to collect the data that they need for their experiments. They will analyze the data and submit a report or a worksheet. 

It is intended solely for students who transferred here but who only have credit for our calculus-based electromagnetism lecture.  This class, in combination with PHYS 240, is the equivalent of PHYS 241.","1","1","No","1","1","GRD - Regular Grades A, B, C, D, E","Laboratory","-","-","Math 129 and Physics 240."
"035299","PHYS","240","Physics","Introductory Electricity and Magnetism","An introductory calculus-based course in electromagnetic fields and their applications. Topics include: Coulomb's and Gauss' Law, electric fields and potentials, electrical and magnetic properties of matter, Ampere's and Faraday's laws, elementary DC and AC circuits, Maxwell's equations and electromagnetic waves.","3","3","No","1","3","GRD - Regular Grades A, B, C, D, E","Discussion, Lecture","SPEX - SPEXCR (Special Exam Credit Only)","016146","MATH 223 is a useful corequisite but it is NOT required."
"026899","PHYS","241","Physics","Introductory Electricity and Magnetism","A first course in electromagnetic fields and their applications. Coulomb's and Gauss' Law, electric fields and potentials, electrical and magnetic properties of matter, Ampere's and Faraday's laws, elementary DC and AC circuits, Maxwell's equations.","4","4","No","1","4","GRD - Regular Grades A, B, C, D, E","Discussion, Laboratory, Lecture","SUN# - PHY 1131 (SUN# PHY 1131)","016147","MATH 223 is recommended but not required. Some elementary vector calculus will be taught in class."
"026901","PHYS","242","Physics","Introductory Relativity and Quantum Physics","A first course in relativistic and quantum concepts developed in the 20th century. Lorentz transformation, relativistic kinematics, basic relativistic dynamics, quantization of energy and angular momentum, atomic and molecular structure, nuclear and elementary particle physics, quantum statistics.","3","3","No","1","3","GRD - Regular Grades A, B, C, D, E","Lecture","SPEX - SPEXCR (Special Exam Credit Only)","-","PHYS 141, PHYS 142, PHYS 241, MATH 223. Credit will be allowed for only one of the following sequences of courses; PHYS 102-103-181-182, 131-132-181-182, 141-142-241-242, 151-152-251-252."
"026906","PHYS","261H","Physics","Accelerated Introductory Electricity and Magnetism","A first course in electromagnetic fields and their applications. Coulomb's and Gauss' Law, electric fields and potentials, electrical and magnetic properties of matter, Ampere's and Faraday's laws, elementary DC and AC circuits, Maxwell's equations. Methods of vector calculus are used extensively. This course, Accelerated Introductory Electricity and Magnetism, is meant for Astronomy, Physics, and Applied Physics majors.","4","4","No","1","4","GRD - Regular Grades A, B, C, D, E","Laboratory, Lecture","-","016148","-"
"026908","PHYS","263H","Physics","Accelerated Introductory Relativity and Quantum Physics","A first course in relativistic and quantum concepts developed in the 20th century concepts. Lorentz transformation, relativistic kinematics, basic relativistic dynamics, quantization of energy and angular  momentum, atomic and molecular structure, nuclear and elementary particle physics, quantum statistics. This course, Accelerated Introductory Relativity and Quantum Physics, is meant for Astronomy, Physics, and Applied Physics majors.","3","3","No","1","3","GRD - Regular Grades A, B, C, D, E","Lecture","-","017467","-"
"026909","PHYS","299","Physics","Independent Study","Qualified students working on an individual basis with professors who have agreed to supervise such work.","1","4","Yes","99","999","SPF - Alternative Grading S, P, F","Independent Study","-","-","-"
"026910","PHYS","299H","Physics","Honors Independent Study","Qualified students working on an individual basis with professors who have agreed to supervise such work.","1","3","Yes","99","999","GRD - Regular Grades A, B, C, D, E","Independent Study","HNRS - HCRS (Honors Course)","015056","-"
"026913","PHYS","305","Physics","Computational Physics","Introduction to numerical techniques for solving physics problems. Introduction to a high-level programming language, numerical integration, finding roots, ordinary differential equations, least squares fitting. This course is a prerequisite for the following courses: PHYS332, PHYS426, PHYS472.","3","3","No","1","3","GRD - Regular Grades A, B, C, D, E","Laboratory, Lecture","-","017478","-"
"026914","PHYS","320","Physics","Optics","A study of electromagnetic waves in their generation, propagation and superposition that lead to the understanding of ray optics, polarization, interference, diffraction, and coherence, geometrical optics, and to the applications in optical instruments, including lasers, fiber optics, imaging techniques, dispersion and holography. Fourier transforms are used.","3","3","No","1","3","GRD - Regular Grades A, B, C, D, E","Lecture","-","017468","-"
"026915","PHYS","321","Physics","Theoretical Mechanics","A mid-level course in classical mechanics using Newtonian, Lagrangian and Hamiltonian formulations. Motions studied include: simple, damped and forced harmonic oscillators, conservation laws and collisions, central forces, gravitation and planetary orbits, rotation of rigid bodies. Non-inertial reference frames are examined. Vector calculus in curvilinear coordinates and in phase space are used.","3","3","No","1","3","GRD - Regular Grades A, B, C, D, E","Lecture","SPEX - SPEXCR (Special Exam Credit Only)","017477","-"
"026918","PHYS","331","Physics","Electricity and Magnetism I","The study of static electric and magnetic fields separately in vacuum and in matter leads to Maxwell's equations, which relate electric and magnetic fields when time-dependence sets in. Vector calculus in curvilinear coordinates is an indispensable tool throughout the course.","3","3","No","1","3","GRD - Regular Grades A, B, C, D, E","Lecture","-","017475","-"
"026919","PHYS","332","Physics","Electricity and Magnetism II","The second half of a course in electricity and magnetism. Topics cover electrodynamics, conservation laws, electromagnetic waves, potentials and fields, and continuous media. Maxwell's equations in differential form are applied to dynamic systems, especially, radiation. Einstein's theory of special relativity and electrodynamics are treated in 4-vector and tensor form.","3","3","No","1","3","GRD - Regular Grades A, B, C, D, E","Lecture","-","017462","-"
"026920","PHYS","371","Physics","Quantum Theory","A mid-level course starts with Schrödinger's equation and waves applied to one particle in one-dimensional potential wells and ends with the hydrogen atom in three dimensions. Topics cover limits of classical physics, wave equations, phase and group velocities, Schroedinger's equation, one dimensional problems - square well, step potentials, operators and matrices, observables and measurements, the uncertainly principle, the harmonic oscillator, raising and lowering operators, two particle problems, Schroedinger's equation in three dimensions, angular momentum and the hydrogen atom. Partial differential equation and linear algebra are basic tools.","3","3","No","1","3","GRD - Regular Grades A, B, C, D, E","Lecture","-","017463","-"
"026921","PHYS","381","Physics","Methods in Experimental Physics I","Designed to develop experimental skills and to demonstrate important concepts in classical and modern physics by measuring fundamental physical constants, as well as the importance of error estimation and propagation. This is a Writing Emphasis Course to develop professional writing skills including notebook documentation and manuscript preparation.","2","2","No","1","2","GRD - Regular Grades A, B, C, D, E","Laboratory, Lecture","WE - WEC (Writing Emphasis Course)","017476","-"
"026922","PHYS","382","Physics","Methods of Experimental Physics II","Continuation of PHYS 381 with a special project to be determined by the student and the instructor. This is a Writing Emphasis Course like PHYS 381.","2","2","No","1","2","GRD - Regular Grades A, B, C, D, E","Laboratory, Lecture","WE - WEC (Writing Emphasis Course)","017461","-"
"026923","PHYS","391","Physics","Preceptorship","Specialized work on an individual basis, consisting of instruction and practice in actual service in a department, program, or discipline. Teaching formats may include seminars, in-depth studies, laboratory work and patient study.","1","6","Yes","4","24","SPF - Alternative Grading S, P, F","Independent Study","-","-","-"
"026924","PHYS","392","Physics","Directed Research","Individual or small group research under the guidance of faculty.","1","6","No","1","6","GRD - Regular Grades A, B, C, D, E","Independent Study","-","-","-"
"026926","PHYS","399","Physics","Independent Study","Qualified students working on an individual basis with professors who have agreed to supervise such work.","1","6","Yes","99","999","SPF - Alternative Grading S, P, F","Independent Study","-","-","-"
"026927","PHYS","399H","Physics","Honors Independent Study","Qualified students working on an individual basis with professors who have agreed to supervise such work.","1","3","Yes","99","999","GRD - Regular Grades A, B, C, D, E","Independent Study","HNRS - HCRS (Honors Course)","015056","-"
"028953","PHYS","403","Planetary Sciences","Physics of the Solar System","Survey of planetary physics, planetary motions, planetary interiors, geophysics, planetary atmospheres, asteroids, comets, origin of the solar system.","3","3","No","1","3","GRD - Regular Grades A, B, C, D, E","Lecture","CE - CL (Cross Listed)","-","-"
"026929","PHYS","405","Physics","Digital Electronics Techniques","Electronics techniques used in experimental physics. Emphasizes computer aided schematic capture and simulation. Topics include diodes and transistors, op-amps, D/A and A/D conversion, combinatorial logic, sequential logic, programmable logic.","3","3","No","1","3","GRD - Regular Grades A, B, C, D, E","Laboratory, Lecture","-","017479","-"
"026936","PHYS","422","Physics","Continuum Mechanics","A second semester of Newtonian mechanics. It begins with the description, statics and dynamics of deformable solids, and proceeds to the mechanics of fluids. Topics include statics; equilibrium conditions, simple deformations, inertia and stress tensors and deformations in general, review of Lagrange and Hamilton techniques, coupled harmonic oscillators and normal modes, theory of small oscillations, mechanics of the vibrating string, mechanics of fluids; ideal fluid approximations, sound , viscosity and the dynamics of viscous fluids.","3","3","No","1","3","GRD - Regular Grades A, B, C, D, E","Lecture","-","017480","MATH 254."
"026939","PHYS","426","Physics","Thermal Physics","A study of the energetics and the relations among bulk properties of macroscopic systems in terms of the energies available to the individual microscopic constituents. Classical and quantum statistics are applied to systems in thermal equilibrium to derive their bulk properties. Kinetic theory, transport phenomena, fluctuations and irreversible processes are examined.","3","3","No","1","3","GRD - Regular Grades A, B, C, D, E","Lecture","-","017470","-"
"026266","PHYS","427","Philosophy","Philosophy of the Physical Sciences","Theories and models. Measurement, experimentation, testing hypothesis. Philosophical problems concerning explanation, causation, and law of nature. Philosophical problems raised by quantum mechanics and/or other physical theories.","3","3","No","1","3","GRD - Regular Grades A, B, C, D, E","Lecture","CE - CL (Cross Listed)","-","-"
"026942","PHYS","431","Physics","Molecular Biophysics","A survey of basic biological processes and the advanced physical techniques to study these processes, primarily at the single-molecule scale. Topics may include thermal and statistical physics, free energy transduction, entropic forces, biopolymers, molecular motors, and biological machines, but also biochemical networks, nerve impulses, and neural computing.","3","3","No","1","3","GRD - Regular Grades A, B, C, D, E","Lecture","-","017481","CHEM 103A; CHEM 103B or equivalent."
"026950","PHYS","439","Physics","Physics Teaching Methods","This is a culminating course in the preparation of physics teachers. It is required for students in the College of Science Teacher Preparation Program who plan to teach physics. The course focuses on the understanding of central ideas in physics traditionally included in the secondary school curriculum. Additionally, the course helps students identify and assess physics concepts that secondary level students are likely to have difficulty understanding. Students will create curriculum plans, compile resources for physics teaching, and examine physics lab safety regulations.","3","3","Yes","3","9","GRD - Regular Grades A, B, C, D, E","Lecture","-","-","Concurrent registration, STCH 410, or have completed STCH 410 or STCH 420 or STCH 420A. STCH 250, STCH 310, 18 units of physics or chemistry major courses."
"026951","PHYS","440","Physics","Medical Physics","Applications of physics in medicine. Physics of the human body, mechanics, thermodynamics, light and radiation and their roles in biological systems, biomedical applications.","3","3","No","1","3","GRD - Regular Grades A, B, C, D, E","Lecture","-","017482","-"
"026960","PHYS","450","Physics","Nuclear and Particle Physics","An introduction to the study of the nucleus and elementary particles. Topics include nuclear masses and binding energies, nuclear angular momentum, spin and parity, internucleon forces, shell model, collective model, radioactive decays, nuclear reactions, fission and fusion, particle interactions and families, symmetries and conservation laws, quark model, standard model.","3","3","No","1","3","GRD - Regular Grades A, B, C, D, E","Lecture","-","017469","-"
