"Course ID","Subject code","Catalog Number","Offering Unit","Course Title","Course Description","Min Units","Max Units","Repeatable for Credit","Total Completions Allowed","Total Units Allowed","Grading Basis","Components","Course Attributes","Enrollment Requirements","Course Requisites"
"039477","ABBS","696C","Graduate Interdisciplinary Prg","Arizona Biological and Biomedical Sciences Student Forum","The development and exchange of scholarly information. The scope of work shall consist of research by course registrants, with the exchange of the results of such research through discussion, reports, and/or papers. There will be a combination of student presentations, class discussions, panel discussions, and a variety of in-class activities. The course will be graded on the basis of discussion and participation.","1","1","No","1","1","GRD - Regular Grades A, B, C, D, E","Colloquium","-","-","Restricted to ABBS Doctoral Students"
"042678","ABBS","792","Graduate Interdisciplinary Prg","Directed Rotation Research","This course is designed to aid ABBS first year PhD students in their search and selection of a research area and research advisor.","1","4","Yes","10","10","GRD - Regular Grades A, B, C, D, E","Independent Study","-","-","Students should be enrolled in the ABBS Doctoral program."
"040839","ABS","572","Neuroscience, GIDP","Neurodevelopment in Action: How the brain is built, ages, and responds to disease","Neurodevelopment provides a context in which to understand not only the genesis of the nervous system, but also biological functions and the emergence of pathology across the lifespan. The goals of this course are to examine the principles underlying early nervous system development and to learn how such developmental mechanisms extend into adulthood and ageing to maintain tissue homeostasis.  Additionally, how the developmental mechanisms relate to disease, especially neurodegenerative diseases, and the function of stem cells during development and neural repair, will be discussed.","4","4","No","1","4","GRD - Regular Grades A, B, C, D, E","Lecture","GIDP - ABS (Applied Biosciences), GIDP - NRSC (Neuroscience), GIDP - PS (Physiological Sciences)","-","One prior course in molecular cellular biology is required.   A basic neuroscience course including neurophysiology and the structure of the nervous system is also strongly recommended.  Students lacking this background must get instructors permission."
"036183","ABS","593A","Applied Biosciences, GIDP","Internship in Applied Biosciences","Specialized work or service on an individual basis, consisting of training and practice in actual service in a technical, business, academic or governmental establishment.","1","9","Yes","99","999","SPF - Alternative Grading S, P, F","Independent Study","-","-","-"
"036996","ABS","599","Applied Biosciences, GIDP","Independent Study","Qualified students working on an individual basis with professors who have agreed to supervise such work. Graduate students doing independent work which cannot be classified as actual research will register for credit under course number 599, 699, or 799.","1","6","Yes","99","999","SPF - Alternative Grading S, P, F","Independent Study","-","-","-"
"036995","ABS","909","Applied Biosciences, GIDP","Master's Report","Independent study or special project or formal report thereof submitted in lieu of thesis for certain master's degrees.","1","6","Yes","99","999","SPF - Alternative Grading S, P, F","Independent Study","-","-","-"
"035261","ACBS","102L","Animal & Biomedical Sciences","Introduction to Animal Science Laboratory","This course will expose students to various production practices and procedures in the animal industry.","1","1","No","1","1","GRD - Regular Grades A, B, C, D, E","Laboratory","-","-","-"
"035243","ACBS","102R","Animal & Biomedical Sciences","Introduction to Animal Science","This course is a comprehensive review of the livestock industries and production procedures. The course is team taught with one lead instructor and is designed to allow faculty who have expertise in the various areas teach about those areas.","3","3","No","1","3","GRD - Regular Grades A, B, C, D, E","Lecture","-","-","-"
"006627","ACBS","142","Animal & Biomedical Sciences","Introduction to Animal Racing Industry","Overview of the history, terminology, personnel, equipment and breeds of animals utilized in the racing industry.","2","2","No","1","2","GRD - Regular Grades A, B, C, D, E","Lecture","-","-","-"
"033089","ACBS","193","Animal & Biomedical Sciences","Internship","Specialized work on an individual basis, consisting of training and practice in actual service in a technical, business, or governmental establishment.","1","8","Yes","99","999","SPF - Alternative Grading S, P, F","Independent Study","-","-","-"
"041728","ACBS","195","Animal & Biomedical Sciences","Living Dangerously","Many toxic compounds exist in nature. These toxins are produced by living organisms, yet the toxins are often not harmful to the organisms themselves, but they may be toxic to other creatures, including humans, when consumed, or encountered. These toxic compounds have diverse biological functions and toxicity. This course will focus on identifying, understanding and avoiding the toxic compounds that might be encountered in everyday activities. Various sources of natural toxins, such as plants, mushrooms, meats, stored food items, reptiles, arachnids, even mammals, will be discussed in lectures. Students will be educated on warning signs used by nature to indicate a food or creator might be toxic. Target audience is undergraduates interested in understanding the common dangers they may encounter in everyday life - especially those individuals who are outdoor enthusiasts, gardeners, cooks etc.","1","1","No","1","1","GRD - Regular Grades A, B, C, D, E","Colloquium","CE - CL (Cross Listed)","-","-"
"033090","ACBS","195D","Animal & Biomedical Sciences","Colloquium: This Wormy World","This Wormy World is a course designed to introduce students to various types of parasites and other infectious agents that affect humans and animals around the world.","1","1","No","1","1","GRD - Regular Grades A, B, C, D, E","Colloquium","CE - CL (Cross Listed), FRCQ - FC (Freshman Colloquia)","-","-"
"033091","ACBS","195F","Animal & Biomedical Sciences","Careers in Veterinary Science","This course is a colloquium to introduce students to the various careers and animal industries associated with the fields of veterinary/animal science and veterinary medicine. This class will also provide a guide in the preparation for application to a professional school of veterinary medicine.","1","1","No","1","1","GRD - Regular Grades A, B, C, D, E","Colloquium","FRCQ - FC (Freshman Colloquia)","-","-"
"033093","ACBS","199","Animal & Biomedical Sciences","Independent Study","Qualified students working on an individual basis with professors who have agreed to supervise such work.","1","3","Yes","99","999","SPF - Alternative Grading S, P, F","Independent Study","-","-","-"
"033094","ACBS","199H","Animal & Biomedical Sciences","Independent Study","Qualified students working on an individual basis with professors who have agreed to supervise such work.","1","3","No","1","3","GRD - Regular Grades A, B, C, D, E","Independent Study","HNRS - HCRS (Honors Course)","015056","-"
"036378","ACBS","202","Animal & Biomedical Sciences","Introduction to Livestock Production","Students will become familiar with the production and management of beef cattle, swine, sheep and goats. Topics discussed will include handling and facilities, nutrition, anatomy and physiology, breeding and genetics, reproduction, record keeping and economics.","3","3","No","1","3","GRD - Regular Grades A, B, C, D, E","Laboratory, Lecture","-","015782","-"
"006631","ACBS","210","Animal & Biomedical Sciences","Introduction to Live Animal and Carcass Evaluation","A practical, hands-on look at live animal evaluation of market and breeding beef, swine, sheep, and goats as related to contemporary industry issues that drive modern production practices.","3","3","No","1","3","GRD - Regular Grades A, B, C, D, E","Lecture","-","015692","-"
"006634","ACBS","215","Animal & Biomedical Sciences","Physiology and  Anatomy of Domestic Animals","Systemic physiology and functional anatomy of domestic animals with emphasis on physiological systems of importance to animal production.","3","3","No","1","3","GRD - Regular Grades A, B, C, D, E","Lecture","-","015693","-"
"006636","ACBS","220","Animal & Biomedical Sciences","Introduction to Dairy Science","Students will become familiar with biology of the dairy cow, various physiological processes that affect milk production, technology utilized in modern dairies, physical considerations for choosing a dairy site, and environmental issues that face today's dairies.","3","3","No","1","3","GRD - Regular Grades A, B, C, D, E","Lecture","-","-","-"
"043480","ACBS","222","Animal & Biomedical Sciences","Animal Ethology and Welfare Science","This course will provide the student with an overview of the principles and practices of animal welfare science, with a particular emphasis on the connection between animal ethology (i.e., an species' suite of evolved adaptive features), welfare, and ethics.  The content is focused on mammalian species used as companions, in the animal production industry, for research, work, sport, and encountered as wildlife. Through a combination of lectures, discussions and debates, online resources (such as webinars and documentaries), case studies, and activities, students will explore various aspects of animal welfare science, including its historical development, the factors influencing welfare in a variety of contexts, legal and ethical issues, how welfare is assessed, and recognized methods to improve welfare in a variety of contexts.  Students will complete the course with a comprehensive understanding of the importance of protecting and promoting animal welfare.","3","3","No","1","3","GRD - Regular Grades A, B, C, D, E","Lecture","-","-","-"
"006639","ACBS","270","Animal & Biomedical Sciences","Introductory  Horse Science","An introduction to the fundamental aspects of horse science; ownership responsibilities, economics, anatomy, physiological systems and careers in the horse industry.","3","3","No","1","3","GRD - Regular Grades A, B, C, D, E","Lecture","-","-","-"
"006640","ACBS","271A","Animal & Biomedical Sciences","Training and Management of the Weanling","The course will focus on the management of the young growing horse. Students will acquire hands on instruction in handling and training foals and information regarding current management practices in all aspects of raising young horses.","3","3","No","1","3","GRD - Regular Grades A, B, C, D, E","Laboratory, Lecture","-","-","Preference given to students fulfilling degree requirements in Animal Sciences."
"006643","ACBS","272","Animal & Biomedical Sciences","Introduction to Horsemanship Programs","Course focuses on establishing a program that develops the secure, balanced seat in the beginning rider.  Students will gain information that allows them to interact with clientele in a professional manner and to develop a program that encourages future learning.","2","2","No","1","2","GRD - Regular Grades A, B, C, D, E","Laboratory, Lecture","-","-","Enrollment is limited. Preference given to students fulfilling degree requirements in Animal Sciences."
"006644","ACBS","273","Animal & Biomedical Sciences","Developing the Training Foundation in Yearlings","This course will focus on the handling and management of the Thoroughbred yearling. Students will acquire hands-on knowledge of how to prepare the yearling animal for future training under saddle.","3","3","No","1","3","GRD - Regular Grades A, B, C, D, E","Laboratory, Lecture","-","-","-"
"022077","ACBS","285L","Animal & Biomedical Sciences","Principles of Microbiology Laboratory","The course is the laboratory course to accompany MIC 285R.","1","1","No","1","1","GRD - Regular Grades A, B, C, D, E","Laboratory","CE - CL (Cross Listed)","-","-"
"022078","ACBS","285R","Animal & Biomedical Sciences","Principles of Microbiology","The course is an introductory microbiology class for majors, emphasizing cellular, biochemical and molecular aspects of metabolism, genetics, cell structure, and host-parasite interactions","4","4","No","1","4","GRD - Regular Grades A, B, C, D, E","Lecture","CE - CL (Cross Listed)","-","MCB 181R, MCB 181L, ECOL 182R, ECOL 182L, CHEM 103A, CHEM 103B, CHEM 104A, CHEM 104B. Concurrent registration, MIC 285R for MIC and V SC majors. Strongly recommended MIC 285L,  MIC 285R be taken together by all others."
"036299","ACBS","291","Animal & Biomedical Sciences","Animal and Comparative Biomedical Sciences Preceptorship","A preceptorship involves specialized work on an individual basis, consisting of instruction and practice in service to the Animal Sciences Department for one of its programs; primarily assisting other students in the better understanding of the target course content. Actual duties may vary depending on the enrollment status of the preceptor student in the target course.","1","4","Yes","99","6","SPF - Alternative Grading S, P, F","Independent Study","-","-","Knowledge and experience in the target course area of study."
"033099","ACBS","293","Animal & Biomedical Sciences","Internship","Specialized work on an individual basis, consisting of training and practice in actual service in a technical, business, or governmental establishment.","1","8","Yes","99","999","SPF - Alternative Grading S, P, F","Independent Study","-","-","-"
"006650","ACBS","297B","Animal & Biomedical Sciences","Intro to Competitive Livestock Judging","This class will focus on the evaluation of both market and breeding cattle, sheep, goats, and swine with an added emphasis placed on oral reasons as related to collegiate livestock judging competition.","2","2","No","1","2","GRD - Regular Grades A, B, C, D, E","Workshop","-","-","ANS 210 or consent of instructor."
"006651","ACBS","299","Animal & Biomedical Sciences","Independent Study","Qualified students working on an individual basis with professors who have agreed to supervise such work. Some sections have special fees. Check with the department.","1","3","Yes","99","999","SPF - Alternative Grading S, P, F","Independent Study","-","-","-"
"006652","ACBS","299H","Animal & Biomedical Sciences","Honors Independent Study","Qualified students working on an individual basis with professors who have agreed to supervise such work.","1","3","Yes","99","999","GRD - Regular Grades A, B, C, D, E","Independent Study","HNRS - HCRS (Honors Course)","015056","-"
"006653","ACBS","301","Animal & Biomedical Sciences","Financial and Economic Strategy","The course offers a presentation of financial and economic organizational strategic decision making. Class subject matter relates these general business practices to animal racing and animal science/production organizations. This course will not count toward a Business Minor.","3","3","No","1","3","GRD - Regular Grades A, B, C, D, E","Lecture","-","-","-"
"006654","ACBS","302","Animal & Biomedical Sciences","Management and the Human Side of Organizations","The course offers a presentation of organizational and human asset management practice and theory in small to large businesses.  Class subject matter relates these general business practices to animal racing and animal science/production organizations. This course will not count toward a Business Minor.","3","3","No","1","3","GRD - Regular Grades A, B, C, D, E","Lecture","-","-","-"
"014064","ACBS","310","Entomology","Living in Symbiosis","This course will provide an overview of the diversity of associations that exist between microbes and eukaryotic hosts.  The course will span from highly integrated obligatory symbioses to loose associations.  Emphasis will be placed on symbiotic associations with relevance to human medicine, veterinary sciences, and agriculture.","3","3","No","1","3","GRD - Regular Grades A, B, C, D, E","Lecture","CE - CL (Cross Listed)","-","-"
"039429","ACBS","311","Animal & Biomedical Sciences","Understanding Dog and Cat Behavior","This course will provide the student with a basic understanding of species typical companion animal behavior (dogs and cats) and its application and importance in today's world. The topics explored will include domestication and genetics, developmental periods, learning, emotional states, communication and social systems. The perspective in this course is that of the natural scientist: students will focus on understanding and applying the theoretical foundations of animal behavior, and the methods, approaches and perspectives of the natural scientist. The importance of seeking out and applying evidence-based information about animal behavior will be a critical theme stressed throughout the course.","3","3","No","1","3","GRD - Regular Grades A, B, C, D, E","Lecture","GEAT - QNT (Gen Ed Attr: Quantitative Reas), GEED - EPNAT (Gen Ed: EP Natural Scientist)","-","-"
"027227","ACBS","312","Plant Sciences, Sch","Animal and Plant Genetics","Foundational transmission and molecular genetics of animal and plant systems, with a focus on problem-solving.","4","4","No","1","4","GRD - Regular Grades A, B, C, D, E","Discussion, Lecture","CE - CL (Cross Listed)","-","MCB181R, and CHEM 151 or 141/143 or 161/163, and CHEM 152 or 142/144 or 162/164. Recommended: MCB181L and CHEM 246A."
"006658","ACBS","313","Animal & Biomedical Sciences","Principles of Animal Genetic Systems","Basic concepts involved in the improvement of economically important traits of livestock through application of genetic principles.","3","3","No","1","3","GRD - Regular Grades A, B, C, D, E","Lecture","WE - WEC (Writing Emphasis Course)","-","ANS 213, MATH 263."
"006659","ACBS","315L","Animal & Biomedical Sciences","Physiology of Reproduction Laboratory","Reproductive anatomy, evaluation, semen collection, artificial insemination, and estrus detection and synchronization. Students will work in small groups for 8 weeks on a specific topic.","1","1","No","1","1","GRD - Regular Grades A, B, C, D, E","Laboratory","-","015695","-"
"006660","ACBS","315R","Animal & Biomedical Sciences","Physiology of Reproduction","Study of the organs of reproduction and their accessories; physiology and endocrinology as related to the process of reproduction and milk secretion.","3","3","No","1","3","GRD - Regular Grades A, B, C, D, E","Lecture","-","015694","-"
"006661","ACBS","316","Animal & Biomedical Sciences","Equine Reproductive Physiology and Management","The course will provide a review of basic equine reproductive physiology, and introduce students to the common reproductive management practices found in the industry today.","3","3","No","1","3","GRD - Regular Grades A, B, C, D, E","Lecture","-","015696","-"
"039295","ACBS","317","Animal & Biomedical Sciences","Emerging Infectious Disease: An Introduction to One Health","ACBS 317 is a case study-driven course where students will learn the general concepts of one health, which examines how human, animal and environmental health are all interconnected.","3","3","No","1","3","GRD - Regular Grades A, B, C, D, E","Lecture","-","-","MCB 181R and ECOL 182R."
"040806","ACBS","320","Animal & Biomedical Sciences","Principles of Dairy Product Processing and Safety","This course will introduce students with milk-producing animals and basic factors that impact the quantity, quality, and safety of raw milk. Students will learn how raw milk is withdrawn from the animal and handled for further processing. The functional and compositional characteristics of raw milk and milk products will be addressed.  Students will get a comprehensive review of the quality and safety standards for a wide range of consumable end products (e.g., fluid, solid, and dry milk products, cultured and acidified products, and cheeses). The relationship between the Pasteurized Milk Ordinance (PMO) and the preventive controls rule associated with the Food Safety Modernization Act (FSMA) will be addressed.","3","3","No","1","3","GRD - Regular Grades A, B, C, D, E","Lecture","-","-","-"
"027122","ACBS","329A","Plant Pathology","Microbial Diversity","Microbial diversity is a course offered to students in Microbiology, and to other majors with an interest in the remarkable genetic, species-level, phylogenetic, functional, and ecological diversity of prokaryotic and eukaryotic microorganisms.","3","3","No","1","3","GRD - Regular Grades A, B, C, D, E","Lecture","CE - CL (Cross Listed)","-","MCB 181R."
"006664","ACBS","334","Animal & Biomedical Sciences","Principles of Animal Nutrition","To become acquainted with and learn basic nutrition concepts including:  classification and function of Nutrients, deficiency and toxicity symptoms, digestive processes, feedstuff characterization, and diet formulation for domestic animals.  This course will cover everything related to the nutrition and feeding of domestic animals and is intended for both majors needing a prerequisite Animal Nutrition class and non-majors desiring a stand alone course in Animal Nutrition.","3","3","No","1","3","GRD - Regular Grades A, B, C, D, E","Lecture","-","015697","-"
"035208","ACBS","336A","Animal & Biomedical Sciences","Applied Animal Nutrition","Application of principles of nutrition to the feeding of livestock and poultry, nutrient composition and characteristics of feeds, nutrient requirements and diet formulation.","3","3","No","1","3","GRD - Regular Grades A, B, C, D, E","Lecture","-","-","-"
"006666","ACBS","340","Animal & Biomedical Sciences","Marketing, Media, and Communication","This course will discuss how communication and persuasive techniques are used to market the animal industry across a variety of media platforms. Using social media and navigating media relations will also be explored.","3","3","No","1","3","GRD - Regular Grades A, B, C, D, E","Lecture","-","-","-"
"006667","ACBS","342","Animal & Biomedical Sciences","Organization and Administration of the Racing Department","Basic duties and functions of the racing office and department. Personnel required and procedures utilized in developing the racing program.","3","3","No","1","3","GRD - Regular Grades A, B, C, D, E","Lecture","-","015699","-"
"006671","ACBS","345","Animal & Biomedical Sciences","Racing Laws and Enforcement","Presentation of the regulatory framework of the Constitution, federal and state statutes, administrative rules and their relationship to the regulation of pari-mutuel racing.","3","3","No","1","3","GRD - Regular Grades A, B, C, D, E","Lecture","-","015700","-"
"040841","ACBS","355","Animal & Biomedical Sciences","Introduction to Food Processing and Food Safety Preventive Controls","This course will introduce students with the equipment, process flow charts, quality assurance measures, shelf-life considerations, and food safety system designs for a range of human and animal food processes. The course is divided into two modules.  One module will focus on familiarizing the students with the similarities of these processes, as well as their unique processing requirements.  Nutrient content changes as a result of processing and shelf life will also be emphasized. The second module will focus on familiarizing the students with the design of effective food safety systems. Students will learn the prerequisite programs and Hazard Analysis and Critical Control Point (HACCP) rules enforced by the Food Safety and Inspection Service (FSIS). In addition, students will learn the risk-based Preventive Controls rules of the Food Safety Modernization Act (FSMA) enforced by the Food and Drug Administration (FDA). Students will be introduced to the concepts of data collection and analysis to support monitoring, verification, and validation activities incorporated into the FSIS and FDA food safety system requirements. Students may elect to also complete additional training requirements relative to HACCP and FSMA. This training is designed to meet regulatory expectations of FSIS and FDA for the production of human and animal food.  Such students will pay a pre-determined fee and participate in mandatory activity built into the regular course schedule. Students that elect this additional training and successfully complete all requirements, including evidence of full participation, will receive a certificate of record. This record can be presented to an employer, as well as to FSIS and FDA.","3","3","No","1","3","GRD - Regular Grades A, B, C, D, E","Lecture","-","017965","This course also is designed to address the topics of microbiology, nutrition, and pre- and post-harvest production of food from animal and produce sources.  Regardless, completion of a basic course covering these topics may be helpful."
"034387","ACBS","370","Animal & Biomedical Sciences","Form and Function of the Equine Athlete","This course will consist of lecture and live evaluation of equine conformation as it relates to athletic ability and soundness. Equine physiology, therapy for injuries and preventive techniques (sports medicine) will be discussed.","3","3","No","1","3","GRD - Regular Grades A, B, C, D, E","Lecture","-","015701","-"
"006674","ACBS","371","Animal & Biomedical Sciences","Sales and Marketing Strategies for Performance and Race Horse Prospects","This course focuses on developing and marketing the Thoroughbred racing prospect. Students will condition yearlings to be presented at the annual Arizona Thoroughbred Breeders Association sale, as well as develop a business and marketing plan based on current industry standards.","3","3","No","1","3","GRD - Regular Grades A, B, C, D, E","Laboratory, Lecture","-","-","-"
"006675","ACBS","372","Animal & Biomedical Sciences","Intermediate Horsemanship and Training Techniques","This course is designed to further the skills obtained in AN S272, Introduction to Horsemanship.  Riders will be exposed to more technical and theoretical knowledge of riding in both hunt seat and stock seat.  Students will also become acquainted with anatomical, physiological and psychological factors affecting both the horse and rider.  Students will each ride for one hour during the two-and-a-half hour lab sessions.  During the hours the student is not riding, they will observe an assigned partner and keep a riding journal.","2","2","No","1","2","GRD - Regular Grades A, B, C, D, E","Laboratory, Lecture","-","-","ANS 272. Preference is given to students fulfilling degree requirements in Animal Sciences."
"040185","ACBS","377","Animal & Biomedical Sciences","Food Toxicology","During this course, students will differentiate between allergen issues, storage issues and harmful microbiological by-products.  Also, topics such as toxins produced by bacteria, fungal toxins, seafood toxins, chemical and natural preservatives and additives will be discussed.  Students will learn about the impact of the environments and processing in the formation of these toxins in raw and processed foods.  Students will formulate corrective and preventive strategies to avoid harmful reactions in raw materials and finished products, mitigating risk of pathogens or other environmental factors negatively affecting the food supply.  Students will examine food toxicosis in both dose-dependent and time-dependent manners as well as assess manifestations of toxicosis in order to suggest corrective measures and cures.","3","3","No","1","3","GRD - Regular Grades A, B, C, D, E","Lecture","CE - CL (Cross Listed)","017631","-"
"035718","ACBS","380","Animal & Biomedical Sciences","Food Safety and Microbiology","To acquaint the student with contamination and microbiology of foods, and to discuss food safety issues regarding all types of food. The major focus is on procedures to produce safe food products for consumers and for all segments of the food industry.","4","4","No","1","4","GRD - Regular Grades A, B, C, D, E","Laboratory, Lecture","-","-","-"
"040196","ACBS","380L","Animal & Biomedical Sciences","Food Safety and Microbiology Laboratory","During this course, students will use laboratory techniques in food safety to assess microbial contamination of food.  Food safety laboratories will include detecting potential disease-causing microbes, spoilage microorganisms.  Prevention methods for safe food will be applied.","1","1","No","1","1","GRD - Regular Grades A, B, C, D, E","Laboratory","-","017665","-"
"040199","ACBS","380R","Animal & Biomedical Sciences","Food Safety and Microbiology","During this course, students will explore food safety and microbial contamination of food.  Food safety issues including potential disease-causing microbes, spoilage microorganisms, and prevention methods for safe food will be covered for each food category:  beef and pork, poultry, produce, dairy, dry food products, and seafood.  Procedures to ensure the production of safe food by food type will be analyzed and applied in case studies.","3","3","No","1","3","GRD - Regular Grades A, B, C, D, E","Lecture","CE - CL (Cross Listed)","017666","-"
"036300","ACBS","391","Animal & Biomedical Sciences","Animal and Comparative Biomedical Sciences Preceptorship","A preceptorship involves specialized work on an individual basis, consisting of instruction and practice in service to the Animal Sciences Department for one of its programs; primarily assisting other students in the better understanding of the target course content. Actual duties may vary depending on the enrollment status of the preceptor student in the target course.","1","4","Yes","99","6","SPF - Alternative Grading S, P, F","Independent Study","-","-","Knowledge and experience in the target course area of study."
"033112","ACBS","393","Animal & Biomedical Sciences","Internship","Specialized work on an individual basis, consisting of training and practice in actual service in a technical, business, or governmental establishment.","1","8","Yes","99","999","SPF - Alternative Grading S, P, F","Independent Study","-","-","-"
"006677","ACBS","395A","Animal & Biomedical Sciences","An ACBS Guide: Designing the Professional","The purpose of this course is to introduce undergraduate students to the various career opportunities within the fields of one health, as well as other closely related professions. Additionally, this course will assist students to create their career portfolio.","1","1","No","1","1","GRD - Regular Grades A, B, C, D, E","Colloquium","-","015482","-"
"040532","ACBS","395B","Animal & Biomedical Sciences","Topics in Applied Animal Behavior","This course will explore the various issues facing companion animals in today's society.  Semester topics will include the dog meat trade, puppy mills, dog fighting, horse slaughter, feral cats and cat declawing.  Discussion will take place in a small group setting and each discussion will be led by 1-2 assigned students.","1","1","No","1","1","GRD - Regular Grades A, B, C, D, E","Colloquium","SEA - DI (Discovery), SEC - CCR (Civic and Community)","018059","-"
"006678","ACBS","396A","Animal & Biomedical Sciences","Junior Livestock Judging Team","The development and discussion based exchange of scholarly information concerning livestock evaluation in relation to contemporary industry standards, in a small group setting.","2","2","No","2","2","GRD - Regular Grades A, B, C, D, E","Seminar","-","015702","-"
"039954","ACBS","397A","Animal & Biomedical Sciences","Calving Management","Students will be provided with basic background information on range cattle reproductive management, and the opportunity for hands on experience at a working cattle ranch. Students will assist in calving management at the V-V Ranch, Camp Verde, AZ. Students will learn the phases of calf delivery, assistance for dystocia management, and post-partum calf care. While at the ranch housing is provided.  Students will assist in all phases of ranch operation. This course is designed and recommended for students without extensive livestock/ranch experience. Class is limited to 24 students. Enrollment is by consent of instructor.","2","2","No","1","2","GRD - Regular Grades A, B, C, D, E","Workshop","-","-","ACBS 102R or ACBS 195F. Enrollment by consent of instructor."
"006681","ACBS","397C","Animal & Biomedical Sciences","Equitation Workshop","The practical application of theoretical learning within a group setting and involving an exchange of ideas and practical methods, skills, and principles. This course is designed for the student who after taking AN S272 wishes to continue in their learning of the art of equitation inside the show ring. There is no minimum level of riding experience necessary to participate in either this class or IHSA competition.","1","1","Yes","7","7","GRD - Regular Grades A, B, C, D, E","Workshop","-","-","ANS 272."
"006682","ACBS","399","Animal & Biomedical Sciences","Independent Study","Qualified students working on an individual basis with professors who have agreed to supervise such work. Some sections have special fees. Check with the department.","1","3","Yes","99","999","SPF - Alternative Grading S, P, F","Independent Study","-","-","-"
"006683","ACBS","399H","Animal & Biomedical Sciences","Honors Independent Study","Qualified students working on an individual basis with professors who have agreed to supervise such work.","1","3","Yes","99","999","GRD - Regular Grades A, B, C, D, E","Independent Study","HNRS - HCRS (Honors Course)","015056","-"
"033115","ACBS","400A","Animal & Biomedical Sciences","Animal Anatomy and Physiology A","This is one of two lecture courses comprising a two-semester sequence of functional animal anatomy and systemic physiology, with an emphasis on common domestic mammalian species.  Some consideration is also given to what happens to the individual when form or function goes awry to illustrate the importance of the norm.","3","3","No","1","3","GRD - Regular Grades A, B, C, D, E","Lecture","-","018754","-"
"033116","ACBS","400B","Animal & Biomedical Sciences","Animal Anatomy and Physiology B","This is one of two lecture courses comprising a two-semester sequence of functional animal anatomy and systemic physiology, with an emphasis on common domestic mammalian species.  Some consideration is also given to what happens to the individual when form or function goes awry to illustrate the importance of the norm.","3","3","No","1","3","GRD - Regular Grades A, B, C, D, E","Lecture","-","018795","Recommend prior completion of MCB 181R, ECOL 182R, and CHEM 151."
"033118","ACBS","401L","Animal & Biomedical Sciences","Domestic Animal Anatomy & Physiology Laboratory","Study of the anatomy of various animals, including the nervous, cardiovascular, respiratory, skeletal, muscular, reproductive, and digestive systems and their relationship to physiological processes.","1","1","No","1","1","GRD - Regular Grades A, B, C, D, E","Laboratory","-","-","-"
"033120","ACBS","403L","Animal & Biomedical Sciences","Parasitology Laboratory","Parasite morphology and diagnostic laboratory techniques.","1","1","No","1","1","GRD - Regular Grades A, B, C, D, E","Laboratory","CE - CL (Cross Listed)","-","Twelve units of biology and microbiology."
"033121","ACBS","403R","Animal & Biomedical Sciences","Biology of Animal Parasites","Biology of host-parasite relationships with emphasis on parasites of veterinary and human importance. Parasite morphology and physiology, life cycles, epidemiology, pathogenesis and zoonotic potential.","3","3","No","1","3","GRD - Regular Grades A, B, C, D, E","Lecture","CE - CL (Cross Listed)","-","Twelve units of biology and microbiology."
"033123","ACBS","405","Animal & Biomedical Sciences","Principles of Livestock Health Management","Survey of selected diseases of horses, cattle, sheep, goats and pigs. Includes basic coverage of mechanisms of infectious disease, immunology, infectious agents, diagnostic techniques as well as the relationship of husbandry and management to the occurrence of livestock disease. Disease topics covered will include a wide range of infectious and non-infectious diseases (including nutritional deficiencies and important toxins and toxicants) affecting livestock. A basic course covering the animal industry (e.g. Animal Science 102 or equivalent) is recommended.","3","3","No","1","3","GRD - Regular Grades A, B, C, D, E","Lecture","-","-","ANS 215 or equivalent, or consent of the instructor."
"033124","ACBS","406","Animal & Biomedical Sciences","Diseases of Companion Animals","This course is a challenging one-semester lecture for students interested in studying disease processes commonly seen in a small animal Veterinary practice.  The course will highlight anatomical locations, pathological processes, diagnosis, treatment and prevention of a variety of disease conditions.  Special emphasis will be placed on diseases commonly seen in the southwestern states.","3","3","No","1","3","GRD - Regular Grades A, B, C, D, E","Lecture","-","-","Recommend prior completion of MIC 205A; ACBS 400A or ACBS 215."
"006685","ACBS","409","Animal & Biomedical Sciences","Environmental Physiology of Domestic Animals","Overview of environmental variables that influence thermal environments around domestic animals and their physiological responses to those environments.  Evaluation of physiological response will include the sub-cellular, cellular, systemic and whole animal levels.  Emphasis will be placed on how biological systems are coordinated to respond to environmental change.","3","3","No","1","3","GRD - Regular Grades A, B, C, D, E","Lecture","-","018812","Previous coursework in anatomy and physiology is strongly recommended."
"039139","ACBS","410","Animal & Biomedical Sciences","Animal Toxicology","This course is focused on how animals are affected by toxic substances.  The lectures will cover the principles of toxicology, factors affecting response to chemicals, common mechanisms of toxicity, toxicity to key organs, and the toxicity of substances relevant to small and large domestic animals.","3","3","No","1","3","GRD - Regular Grades A, B, C, D, E","Lecture","-","-","Two semesters of biology (MCB 181R and ECOL 182R, or MCB 184 and ECOL 182R) and one semester of chemistry (CHEM 151), or instructor consent."
